query_id,pdb_id,score,Resolution,pubmed_id,apparatus,atmosphere,crystal_id,details,method,method_ref,pH,pressure,pressure_esd,seeding,seeding_ref,temp,temp_esd,temp_details,time,pdbx_details,pdbx_pH_range
UniRef100_A0A961A636,1R5P,0.9875,2.20,15071498,,,1,,"'VAPOR DIFFUSION, HANGING DROP'",,7.0,,,,,298.0,,?,,"'PEG 400, pH 7.0, VAPOR DIFFUSION, HANGING DROP, temperature 298.0K'",.
UniRef100_A0A961A636,2QKE,0.9739571846503219,2.7,18497745,,,1,,"'VAPOR DIFFUSION, HANGING DROP'",,5.0,,,,,293,,?,,"'10% PEG 3350, 10% DMSO, 0.1M ACETATE BUFFER, pH 5.0, VAPOR DIFFUSION, HANGING DROP, temperature 293K'",.
UniRef100_A0A961A636,1VGL,0.9375,2.6,16227211,,,1,,"'VAPOR DIFFUSION, HANGING DROP'",,4.5,,,,,293,,?,,"'PEG 3350, DMSO, acetate, pH 4.5, VAPOR DIFFUSION, HANGING DROP, temperature 293K'",.
UniRef100_A0A961A636,5JWQ,0.936457184650322,3.871,28302851,?,?,1,?,"'VAPOR DIFFUSION, HANGING DROP'",?,5.75,?,?,?,?,295,?,?,?,'0.1M Sodium citrate pH 5.75 and 22% PEG3000',?
UniRef100_A0A961A636,5JWO,0.8752955494700083,1.800,28302851,?,?,1,?,"'VAPOR DIFFUSION, HANGING DROP'",?,?,?,?,?,?,295,?,?,?,"'0.2M Potassium Acetate, 10% (w/v) PEG3350, and 2.5% glycerol'",?
UniRef100_A0A961A636,5JWR,0.8752955494700083,2.610,28302851,?,?,1,?,"'VAPOR DIFFUSION, HANGING DROP'",?,7.0,?,?,?,?,295,?,?,?,"'0.15M Ammonium Sulfate, 0.1M Tris pH 7.0, 10% PEG 4000'",?
UniRef100_A0A961A636,4KUN,0.623957184650322,1.950,23957615,,,1,,"'VAPOR DIFFUSION, HANGING DROP'",,6.5,,,,,298,,?,,"'0.2 M sodium acetate, 0.1 M bis-Tris pH 6.5, 35% w/v PEG 8K, 1 mM zinc acetate, VAPOR DIFFUSION, HANGING DROP, temperature 298K'",?
UniRef100_A0A8J7A5R1,1WWJ,1.0,1.90,15716274,,,1,,'VAPOR DIFFUSION',,6.0,,,,,298.0,,?,,"'betaine, pH 6.0, VAPOR DIFFUSION, temperature 298.0K'",.
UniRef100_A0A8J7A5R1,1R5P,0.9902912621359223,2.20,15071498,,,1,,"'VAPOR DIFFUSION, HANGING DROP'",,7.0,,,,,298.0,,?,,"'PEG 400, pH 7.0, VAPOR DIFFUSION, HANGING DROP, temperature 298.0K'",.
UniRef100_A0A8J7A5R1,2QKE,0.9601222331940114,2.7,18497745,,,1,,"'VAPOR DIFFUSION, HANGING DROP'",,5.0,,,,,293,,?,,"'10% PEG 3350, 10% DMSO, 0.1M ACETATE BUFFER, pH 5.0, VAPOR DIFFUSION, HANGING DROP, temperature 293K'",.
UniRef100_A0A8J7A5R1,1VGL,0.9514563106796117,2.6,16227211,,,1,,"'VAPOR DIFFUSION, HANGING DROP'",,4.5,,,,,293,,?,,"'PEG 3350, DMSO, acetate, pH 4.5, VAPOR DIFFUSION, HANGING DROP, temperature 293K'",.
UniRef100_A0A8J7A5R1,4KSO,0.940704757465856,2.622,23796516,,,1,,'VAPOR DIFFUSION',,5.7,,,,,292,,?,,";KaiB were grown from droplets containing 6.5 mg/mL KaiB-KaiC complex, 20 mM Tris (pH 7.8), 100 mM NaCl, 5 mM MgCl2,1 mM ATP and 2 mM BME. The reservoir solution was 100 mM sodium acetate, 500 mM sodium formate and 5% glycerol (v/v), VAPOR DIFFUSION, temperature 292K
;",?
UniRef100_A0A8J7A5R1,5JWQ,0.9164329128056617,3.871,28302851,?,?,1,?,"'VAPOR DIFFUSION, HANGING DROP'",?,5.75,?,?,?,?,295,?,?,?,'0.1M Sodium citrate pH 5.75 and 22% PEG3000',?
UniRef100_A0A8J7A5R1,5JWO,0.9032081708292317,1.800,28302851,?,?,1,?,"'VAPOR DIFFUSION, HANGING DROP'",?,?,?,?,?,?,295,?,?,?,"'0.2M Potassium Acetate, 10% (w/v) PEG3350, and 2.5% glycerol'",?
UniRef100_A0A8J7A5R1,5JWR,0.9032081708292317,2.610,28302851,?,?,1,?,"'VAPOR DIFFUSION, HANGING DROP'",?,7.0,?,?,?,?,295,?,?,?,"'0.15M Ammonium Sulfate, 0.1M Tris pH 7.0, 10% PEG 4000'",?
UniRef100_A0A8J7A5R1,4KUN,0.49895718465032196,1.950,23957615,,,1,,"'VAPOR DIFFUSION, HANGING DROP'",,6.5,,,,,298,,?,,"'0.2 M sodium acetate, 0.1 M bis-Tris pH 6.5, 35% w/v PEG 8K, 1 mM zinc acetate, VAPOR DIFFUSION, HANGING DROP, temperature 298K'",?
UniRef100_UPI002251F02F,2QKE,0.8245385799991591,2.7,18497745,,,1,,"'VAPOR DIFFUSION, HANGING DROP'",,5.0,,,,,293,,?,,"'10% PEG 3350, 10% DMSO, 0.1M ACETATE BUFFER, pH 5.0, VAPOR DIFFUSION, HANGING DROP, temperature 293K'",.
UniRef100_UPI002251F02F,5JWO,0.8142490378421013,1.800,28302851,?,?,1,?,"'VAPOR DIFFUSION, HANGING DROP'",?,?,?,?,?,?,295,?,?,?,"'0.2M Potassium Acetate, 10% (w/v) PEG3350, and 2.5% glycerol'",?
UniRef100_UPI002251F02F,5JWR,0.8142490378421013,2.610,28302851,?,?,1,?,"'VAPOR DIFFUSION, HANGING DROP'",?,7.0,?,?,?,?,295,?,?,?,"'0.15M Ammonium Sulfate, 0.1M Tris pH 7.0, 10% PEG 4000'",?
UniRef100_UPI002251F02F,5JWQ,0.8129106730224149,3.871,28302851,?,?,1,?,"'VAPOR DIFFUSION, HANGING DROP'",?,5.75,?,?,?,?,295,?,?,?,'0.1M Sodium citrate pH 5.75 and 22% PEG3000',?
UniRef100_UPI002251F02F,1VGL,0.8023255813953488,2.6,16227211,,,1,,"'VAPOR DIFFUSION, HANGING DROP'",,4.5,,,,,293,,?,,"'PEG 3350, DMSO, acetate, pH 4.5, VAPOR DIFFUSION, HANGING DROP, temperature 293K'",.
UniRef100_UPI002251F02F,1WWJ,0.8023255813953488,1.90,15716274,,,1,,'VAPOR DIFFUSION',,6.0,,,,,298.0,,?,,"'betaine, pH 6.0, VAPOR DIFFUSION, temperature 298.0K'",.
UniRef100_UPI002251F02F,1R5P,0.7906976744186047,2.20,15071498,,,1,,"'VAPOR DIFFUSION, HANGING DROP'",,7.0,,,,,298.0,,?,,"'PEG 400, pH 7.0, VAPOR DIFFUSION, HANGING DROP, temperature 298.0K'",.
UniRef100_UPI002251F02F,4KSO,0.7896548590689266,2.622,23796516,,,1,,'VAPOR DIFFUSION',,5.7,,,,,292,,?,,";KaiB were grown from droplets containing 6.5 mg/mL KaiB-KaiC complex, 20 mM Tris (pH 7.8), 100 mM NaCl, 5 mM MgCl2,1 mM ATP and 2 mM BME. The reservoir solution was 100 mM sodium acetate, 500 mM sodium formate and 5% glycerol (v/v), VAPOR DIFFUSION, temperature 292K
;",?
UniRef100_UPI002251F02F,4KUN,0.568724626510787,1.950,23957615,,,1,,"'VAPOR DIFFUSION, HANGING DROP'",,6.5,,,,,298,,?,,"'0.2 M sodium acetate, 0.1 M bis-Tris pH 6.5, 35% w/v PEG 8K, 1 mM zinc acetate, VAPOR DIFFUSION, HANGING DROP, temperature 298K'",?
UniRef100_A0A2N2KMP4,4KSO,0.998957184650322,2.622,23796516,,,1,,'VAPOR DIFFUSION',,5.7,,,,,292,,?,,";KaiB were grown from droplets containing 6.5 mg/mL KaiB-KaiC complex, 20 mM Tris (pH 7.8), 100 mM NaCl, 5 mM MgCl2,1 mM ATP and 2 mM BME. The reservoir solution was 100 mM sodium acetate, 500 mM sodium formate and 5% glycerol (v/v), VAPOR DIFFUSION, temperature 292K
;",?
UniRef100_A0A2N2KMP4,1R5P,0.975609756097561,2.20,15071498,,,1,,"'VAPOR DIFFUSION, HANGING DROP'",,7.0,,,,,298.0,,?,,"'PEG 400, pH 7.0, VAPOR DIFFUSION, HANGING DROP, temperature 298.0K'",.
UniRef100_A0A2N2KMP4,1WWJ,0.975609756097561,1.90,15716274,,,1,,'VAPOR DIFFUSION',,6.0,,,,,298.0,,?,,"'betaine, pH 6.0, VAPOR DIFFUSION, temperature 298.0K'",.
UniRef100_A0A2N2KMP4,2QKE,0.9501766968454439,2.7,18497745,,,1,,"'VAPOR DIFFUSION, HANGING DROP'",,5.0,,,,,293,,?,,"'10% PEG 3350, 10% DMSO, 0.1M ACETATE BUFFER, pH 5.0, VAPOR DIFFUSION, HANGING DROP, temperature 293K'",.
UniRef100_A0A2N2KMP4,1VGL,0.9268292682926829,2.6,16227211,,,1,,"'VAPOR DIFFUSION, HANGING DROP'",,4.5,,,,,293,,?,,"'PEG 3350, DMSO, acetate, pH 4.5, VAPOR DIFFUSION, HANGING DROP, temperature 293K'",.
UniRef100_A0A2N2KMP4,5JWQ,0.8892010870893463,3.871,28302851,?,?,1,?,"'VAPOR DIFFUSION, HANGING DROP'",?,5.75,?,?,?,?,295,?,?,?,'0.1M Sodium citrate pH 5.75 and 22% PEG3000',?
UniRef100_A0A2N2KMP4,5JWO,0.8417589641041547,1.800,28302851,?,?,1,?,"'VAPOR DIFFUSION, HANGING DROP'",?,?,?,?,?,?,295,?,?,?,"'0.2M Potassium Acetate, 10% (w/v) PEG3350, and 2.5% glycerol'",?
UniRef100_A0A2N2KMP4,5JWR,0.8417589641041547,2.610,28302851,?,?,1,?,"'VAPOR DIFFUSION, HANGING DROP'",?,7.0,?,?,?,?,295,?,?,?,"'0.15M Ammonium Sulfate, 0.1M Tris pH 7.0, 10% PEG 4000'",?
UniRef100_A0A2N2KMP4,4KUN,0.572127916357639,1.950,23957615,,,1,,"'VAPOR DIFFUSION, HANGING DROP'",,6.5,,,,,298,,?,,"'0.2 M sodium acetate, 0.1 M bis-Tris pH 6.5, 35% w/v PEG 8K, 1 mM zinc acetate, VAPOR DIFFUSION, HANGING DROP, temperature 298K'",?
UniRef100_A0A062UWT3,4KSO,0.9132428989360363,2.622,23796516,,,1,,'VAPOR DIFFUSION',,5.7,,,,,292,,?,,";KaiB were grown from droplets containing 6.5 mg/mL KaiB-KaiC complex, 20 mM Tris (pH 7.8), 100 mM NaCl, 5 mM MgCl2,1 mM ATP and 2 mM BME. The reservoir solution was 100 mM sodium acetate, 500 mM sodium formate and 5% glycerol (v/v), VAPOR DIFFUSION, temperature 292K
;",?
UniRef100_A0A062UWT3,1R5P,0.8857142857142857,2.20,15071498,,,1,,"'VAPOR DIFFUSION, HANGING DROP'",,7.0,,,,,298.0,,?,,"'PEG 400, pH 7.0, VAPOR DIFFUSION, HANGING DROP, temperature 298.0K'",.
UniRef100_A0A062UWT3,1WWJ,0.8857142857142857,1.90,15716274,,,1,,'VAPOR DIFFUSION',,6.0,,,,,298.0,,?,,"'betaine, pH 6.0, VAPOR DIFFUSION, temperature 298.0K'",.
UniRef100_A0A062UWT3,2QKE,0.8561000417931791,2.7,18497745,,,1,,"'VAPOR DIFFUSION, HANGING DROP'",,5.0,,,,,293,,?,,"'10% PEG 3350, 10% DMSO, 0.1M ACETATE BUFFER, pH 5.0, VAPOR DIFFUSION, HANGING DROP, temperature 293K'",.
UniRef100_A0A062UWT3,1VGL,0.8285714285714285,2.6,16227211,,,1,,"'VAPOR DIFFUSION, HANGING DROP'",,4.5,,,,,293,,?,,"'PEG 3350, DMSO, acetate, pH 4.5, VAPOR DIFFUSION, HANGING DROP, temperature 293K'",.
UniRef100_A0A062UWT3,5JWQ,0.798957184650322,3.871,28302851,?,?,1,?,"'VAPOR DIFFUSION, HANGING DROP'",?,5.75,?,?,?,?,295,?,?,?,'0.1M Sodium citrate pH 5.75 and 22% PEG3000',?
UniRef100_A0A062UWT3,5JWO,0.7288669780414369,1.800,28302851,?,?,1,?,"'VAPOR DIFFUSION, HANGING DROP'",?,?,?,?,?,?,295,?,?,?,"'0.2M Potassium Acetate, 10% (w/v) PEG3350, and 2.5% glycerol'",?
UniRef100_A0A062UWT3,5JWR,0.7288669780414369,2.610,28302851,?,?,1,?,"'VAPOR DIFFUSION, HANGING DROP'",?,7.0,?,?,?,?,295,?,?,?,"'0.15M Ammonium Sulfate, 0.1M Tris pH 7.0, 10% PEG 4000'",?
UniRef100_A0A062UWT3,4KUN,0.49895718465032196,1.950,23957615,,,1,,"'VAPOR DIFFUSION, HANGING DROP'",,6.5,,,,,298,,?,,"'0.2 M sodium acetate, 0.1 M bis-Tris pH 6.5, 35% w/v PEG 8K, 1 mM zinc acetate, VAPOR DIFFUSION, HANGING DROP, temperature 298K'",?
UniRef100_A0A2W6ZHG0,2QKE,0.940817649766601,2.7,18497745,,,1,,"'VAPOR DIFFUSION, HANGING DROP'",,5.0,,,,,293,,?,,"'10% PEG 3350, 10% DMSO, 0.1M ACETATE BUFFER, pH 5.0, VAPOR DIFFUSION, HANGING DROP, temperature 293K'",.
UniRef100_A0A2W6ZHG0,1WWJ,0.9302325581395349,1.90,15716274,,,1,,'VAPOR DIFFUSION',,6.0,,,,,298.0,,?,,"'betaine, pH 6.0, VAPOR DIFFUSION, temperature 298.0K'",.
UniRef100_A0A2W6ZHG0,1R5P,0.9186046511627908,2.20,15071498,,,1,,"'VAPOR DIFFUSION, HANGING DROP'",,7.0,,,,,298.0,,?,,"'PEG 400, pH 7.0, VAPOR DIFFUSION, HANGING DROP, temperature 298.0K'",.
UniRef100_A0A2W6ZHG0,5JWQ,0.9175618358131127,3.871,28302851,?,?,1,?,"'VAPOR DIFFUSION, HANGING DROP'",?,5.75,?,?,?,?,295,?,?,?,'0.1M Sodium citrate pH 5.75 and 22% PEG3000',?
UniRef100_A0A2W6ZHG0,1VGL,0.9069767441860466,2.6,16227211,,,1,,"'VAPOR DIFFUSION, HANGING DROP'",,4.5,,,,,293,,?,,"'PEG 3350, DMSO, acetate, pH 4.5, VAPOR DIFFUSION, HANGING DROP, temperature 293K'",.
UniRef100_A0A2W6ZHG0,4KSO,0.8943060218596243,2.622,23796516,,,1,,'VAPOR DIFFUSION',,5.7,,,,,292,,?,,";KaiB were grown from droplets containing 6.5 mg/mL KaiB-KaiC complex, 20 mM Tris (pH 7.8), 100 mM NaCl, 5 mM MgCl2,1 mM ATP and 2 mM BME. The reservoir solution was 100 mM sodium acetate, 500 mM sodium formate and 5% glycerol (v/v), VAPOR DIFFUSION, temperature 292K
;",?
UniRef100_A0A2W6ZHG0,5JWO,0.8723885727258223,1.800,28302851,?,?,1,?,"'VAPOR DIFFUSION, HANGING DROP'",?,?,?,?,?,?,295,?,?,?,"'0.2M Potassium Acetate, 10% (w/v) PEG3350, and 2.5% glycerol'",?
UniRef100_A0A2W6ZHG0,5JWR,0.8723885727258223,2.610,28302851,?,?,1,?,"'VAPOR DIFFUSION, HANGING DROP'",?,7.0,?,?,?,?,295,?,?,?,"'0.15M Ammonium Sulfate, 0.1M Tris pH 7.0, 10% PEG 4000'",?
UniRef100_A0A2W6ZHG0,4KUN,0.49895718465032196,1.950,23957615,,,1,,"'VAPOR DIFFUSION, HANGING DROP'",,6.5,,,,,298,,?,,"'0.2 M sodium acetate, 0.1 M bis-Tris pH 6.5, 35% w/v PEG 8K, 1 mM zinc acetate, VAPOR DIFFUSION, HANGING DROP, temperature 298K'",?
UniRef100_A0A485LXJ8,1R5P,1.0,2.20,15071498,,,1,,"'VAPOR DIFFUSION, HANGING DROP'",,7.0,,,,,298.0,,?,,"'PEG 400, pH 7.0, VAPOR DIFFUSION, HANGING DROP, temperature 298.0K'",.
UniRef100_A0A485LXJ8,1WWJ,1.0,1.90,15716274,,,1,,'VAPOR DIFFUSION',,6.0,,,,,298.0,,?,,"'betaine, pH 6.0, VAPOR DIFFUSION, temperature 298.0K'",.
UniRef100_A0A485LXJ8,4KSO,0.998957184650322,2.622,23796516,,,1,,'VAPOR DIFFUSION',,5.7,,,,,292,,?,,";KaiB were grown from droplets containing 6.5 mg/mL KaiB-KaiC complex, 20 mM Tris (pH 7.8), 100 mM NaCl, 5 mM MgCl2,1 mM ATP and 2 mM BME. The reservoir solution was 100 mM sodium acetate, 500 mM sodium formate and 5% glycerol (v/v), VAPOR DIFFUSION, temperature 292K
;",?
UniRef100_A0A485LXJ8,2QKE,0.9254277728856161,2.7,18497745,,,1,,"'VAPOR DIFFUSION, HANGING DROP'",,5.0,,,,,293,,?,,"'10% PEG 3350, 10% DMSO, 0.1M ACETATE BUFFER, pH 5.0, VAPOR DIFFUSION, HANGING DROP, temperature 293K'",.
UniRef100_A0A485LXJ8,1VGL,0.8970588235294117,2.6,16227211,,,1,,"'VAPOR DIFFUSION, HANGING DROP'",,4.5,,,,,293,,?,,"'PEG 3350, DMSO, acetate, pH 4.5, VAPOR DIFFUSION, HANGING DROP, temperature 293K'",.
UniRef100_A0A485LXJ8,5JWQ,0.8813101258267926,3.871,28302851,?,?,1,?,"'VAPOR DIFFUSION, HANGING DROP'",?,5.75,?,?,?,?,295,?,?,?,'0.1M Sodium citrate pH 5.75 and 22% PEG3000',?
UniRef100_A0A485LXJ8,5JWO,0.7944131965288319,1.800,28302851,?,?,1,?,"'VAPOR DIFFUSION, HANGING DROP'",?,?,?,?,?,?,295,?,?,?,"'0.2M Potassium Acetate, 10% (w/v) PEG3350, and 2.5% glycerol'",?
UniRef100_A0A485LXJ8,5JWR,0.7944131965288319,2.610,28302851,?,?,1,?,"'VAPOR DIFFUSION, HANGING DROP'",?,7.0,?,?,?,?,295,?,?,?,"'0.15M Ammonium Sulfate, 0.1M Tris pH 7.0, 10% PEG 4000'",?
UniRef100_A0A485LXJ8,4KUN,0.5430748317091455,1.950,23957615,,,1,,"'VAPOR DIFFUSION, HANGING DROP'",,6.5,,,,,298,,?,,"'0.2 M sodium acetate, 0.1 M bis-Tris pH 6.5, 35% w/v PEG 8K, 1 mM zinc acetate, VAPOR DIFFUSION, HANGING DROP, temperature 298K'",?
UniRef100_A0A940VY98,1R5P,0.9047619047619048,2.20,15071498,,,1,,"'VAPOR DIFFUSION, HANGING DROP'",,7.0,,,,,298.0,,?,,"'PEG 400, pH 7.0, VAPOR DIFFUSION, HANGING DROP, temperature 298.0K'",.
UniRef100_A0A940VY98,1WWJ,0.8928571428571428,1.90,15716274,,,1,,'VAPOR DIFFUSION',,6.0,,,,,298.0,,?,,"'betaine, pH 6.0, VAPOR DIFFUSION, temperature 298.0K'",.
UniRef100_A0A940VY98,2QKE,0.8918143275074648,2.7,18497745,,,1,,"'VAPOR DIFFUSION, HANGING DROP'",,5.0,,,,,293,,?,,"'10% PEG 3350, 10% DMSO, 0.1M ACETATE BUFFER, pH 5.0, VAPOR DIFFUSION, HANGING DROP, temperature 293K'",.
UniRef100_A0A940VY98,4KSO,0.8918143275074648,2.622,23796516,,,1,,'VAPOR DIFFUSION',,5.7,,,,,292,,?,,";KaiB were grown from droplets containing 6.5 mg/mL KaiB-KaiC complex, 20 mM Tris (pH 7.8), 100 mM NaCl, 5 mM MgCl2,1 mM ATP and 2 mM BME. The reservoir solution was 100 mM sodium acetate, 500 mM sodium formate and 5% glycerol (v/v), VAPOR DIFFUSION, temperature 292K
;",?
UniRef100_A0A940VY98,1VGL,0.8690476190476191,2.6,16227211,,,1,,"'VAPOR DIFFUSION, HANGING DROP'",,4.5,,,,,293,,?,,"'PEG 3350, DMSO, acetate, pH 4.5, VAPOR DIFFUSION, HANGING DROP, temperature 293K'",.
UniRef100_A0A940VY98,5JWQ,0.8680048036979411,3.871,28302851,?,?,1,?,"'VAPOR DIFFUSION, HANGING DROP'",?,5.75,?,?,?,?,295,?,?,?,'0.1M Sodium citrate pH 5.75 and 22% PEG3000',?
UniRef100_A0A940VY98,5JWO,0.8098193589938179,1.800,28302851,?,?,1,?,"'VAPOR DIFFUSION, HANGING DROP'",?,?,?,?,?,?,295,?,?,?,"'0.2M Potassium Acetate, 10% (w/v) PEG3350, and 2.5% glycerol'",?
UniRef100_A0A940VY98,5JWR,0.8098193589938179,2.610,28302851,?,?,1,?,"'VAPOR DIFFUSION, HANGING DROP'",?,7.0,?,?,?,?,295,?,?,?,"'0.15M Ammonium Sulfate, 0.1M Tris pH 7.0, 10% PEG 4000'",?
UniRef100_A0A940VY98,4KUN,0.6061000417931791,1.950,23957615,,,1,,"'VAPOR DIFFUSION, HANGING DROP'",,6.5,,,,,298,,?,,"'0.2 M sodium acetate, 0.1 M bis-Tris pH 6.5, 35% w/v PEG 8K, 1 mM zinc acetate, VAPOR DIFFUSION, HANGING DROP, temperature 298K'",?
UniRef100_A0A8T7M8K3,1R5P,0.8444444444444444,2.20,15071498,,,1,,"'VAPOR DIFFUSION, HANGING DROP'",,7.0,,,,,298.0,,?,,"'PEG 400, pH 7.0, VAPOR DIFFUSION, HANGING DROP, temperature 298.0K'",.
UniRef100_A0A8T7M8K3,4KSO,0.8322905179836553,2.622,23796516,,,1,,'VAPOR DIFFUSION',,5.7,,,,,292,,?,,";KaiB were grown from droplets containing 6.5 mg/mL KaiB-KaiC complex, 20 mM Tris (pH 7.8), 100 mM NaCl, 5 mM MgCl2,1 mM ATP and 2 mM BME. The reservoir solution was 100 mM sodium acetate, 500 mM sodium formate and 5% glycerol (v/v), VAPOR DIFFUSION, temperature 292K
;",?
UniRef100_A0A8T7M8K3,1WWJ,0.8222222222222222,1.90,15716274,,,1,,'VAPOR DIFFUSION',,6.0,,,,,298.0,,?,,"'betaine, pH 6.0, VAPOR DIFFUSION, temperature 298.0K'",.
UniRef100_A0A8T7M8K3,2QKE,0.7767349624280997,2.7,18497745,,,1,,"'VAPOR DIFFUSION, HANGING DROP'",,5.0,,,,,293,,?,,"'10% PEG 3350, 10% DMSO, 0.1M ACETATE BUFFER, pH 5.0, VAPOR DIFFUSION, HANGING DROP, temperature 293K'",.
UniRef100_A0A8T7M8K3,5JWQ,0.7656238513169886,3.871,28302851,?,?,1,?,"'VAPOR DIFFUSION, HANGING DROP'",?,5.75,?,?,?,?,295,?,?,?,'0.1M Sodium citrate pH 5.75 and 22% PEG3000',?
UniRef100_A0A8T7M8K3,1VGL,0.7555555555555555,2.6,16227211,,,1,,"'VAPOR DIFFUSION, HANGING DROP'",,4.5,,,,,293,,?,,"'PEG 3350, DMSO, acetate, pH 4.5, VAPOR DIFFUSION, HANGING DROP, temperature 293K'",.
UniRef100_A0A8T7M8K3,5JWO,0.7114066605811195,1.800,28302851,?,?,1,?,"'VAPOR DIFFUSION, HANGING DROP'",?,?,?,?,?,?,295,?,?,?,"'0.2M Potassium Acetate, 10% (w/v) PEG3350, and 2.5% glycerol'",?
UniRef100_A0A8T7M8K3,5JWR,0.7114066605811195,2.610,28302851,?,?,1,?,"'VAPOR DIFFUSION, HANGING DROP'",?,7.0,?,?,?,?,295,?,?,?,"'0.15M Ammonium Sulfate, 0.1M Tris pH 7.0, 10% PEG 4000'",?
UniRef100_A0A8T7M8K3,4KUN,0.5322905179836553,1.950,23957615,,,1,,"'VAPOR DIFFUSION, HANGING DROP'",,6.5,,,,,298,,?,,"'0.2 M sodium acetate, 0.1 M bis-Tris pH 6.5, 35% w/v PEG 8K, 1 mM zinc acetate, VAPOR DIFFUSION, HANGING DROP, temperature 298K'",?
UniRef100_A0A520IHL5,1WWJ,0.984375,1.90,15716274,,,1,,'VAPOR DIFFUSION',,6.0,,,,,298.0,,?,,"'betaine, pH 6.0, VAPOR DIFFUSION, temperature 298.0K'",.
UniRef100_A0A520IHL5,4KSO,0.983332184650322,2.622,23796516,,,1,,'VAPOR DIFFUSION',,5.7,,,,,292,,?,,";KaiB were grown from droplets containing 6.5 mg/mL KaiB-KaiC complex, 20 mM Tris (pH 7.8), 100 mM NaCl, 5 mM MgCl2,1 mM ATP and 2 mM BME. The reservoir solution was 100 mM sodium acetate, 500 mM sodium formate and 5% glycerol (v/v), VAPOR DIFFUSION, temperature 292K
;",?
UniRef100_A0A520IHL5,1R5P,0.96875,2.20,15071498,,,1,,"'VAPOR DIFFUSION, HANGING DROP'",,7.0,,,,,298.0,,?,,"'PEG 400, pH 7.0, VAPOR DIFFUSION, HANGING DROP, temperature 298.0K'",.
UniRef100_A0A520IHL5,2QKE,0.967707184650322,2.7,18497745,,,1,,"'VAPOR DIFFUSION, HANGING DROP'",,5.0,,,,,293,,?,,"'10% PEG 3350, 10% DMSO, 0.1M ACETATE BUFFER, pH 5.0, VAPOR DIFFUSION, HANGING DROP, temperature 293K'",.
UniRef100_A0A520IHL5,5JWQ,0.967707184650322,3.871,28302851,?,?,1,?,"'VAPOR DIFFUSION, HANGING DROP'",?,5.75,?,?,?,?,295,?,?,?,'0.1M Sodium citrate pH 5.75 and 22% PEG3000',?
UniRef100_A0A520IHL5,1VGL,0.9375,2.6,16227211,,,1,,"'VAPOR DIFFUSION, HANGING DROP'",,4.5,,,,,293,,?,,"'PEG 3350, DMSO, acetate, pH 4.5, VAPOR DIFFUSION, HANGING DROP, temperature 293K'",.
UniRef100_A0A520IHL5,5JWO,0.9065455494700083,1.800,28302851,?,?,1,?,"'VAPOR DIFFUSION, HANGING DROP'",?,?,?,?,?,?,295,?,?,?,"'0.2M Potassium Acetate, 10% (w/v) PEG3350, and 2.5% glycerol'",?
UniRef100_A0A520IHL5,5JWR,0.9065455494700083,2.610,28302851,?,?,1,?,"'VAPOR DIFFUSION, HANGING DROP'",?,7.0,?,?,?,?,295,?,?,?,"'0.15M Ammonium Sulfate, 0.1M Tris pH 7.0, 10% PEG 4000'",?
UniRef100_A0A520IHL5,4KUN,0.655207184650322,1.950,23957615,,,1,,"'VAPOR DIFFUSION, HANGING DROP'",,6.5,,,,,298,,?,,"'0.2 M sodium acetate, 0.1 M bis-Tris pH 6.5, 35% w/v PEG 8K, 1 mM zinc acetate, VAPOR DIFFUSION, HANGING DROP, temperature 298K'",?
UniRef100_A0A964BCQ8,1WWJ,1.0,1.90,15716274,,,1,,'VAPOR DIFFUSION',,6.0,,,,,298.0,,?,,"'betaine, pH 6.0, VAPOR DIFFUSION, temperature 298.0K'",.
UniRef100_A0A964BCQ8,2QKE,0.9873292776735778,2.7,18497745,,,1,,"'VAPOR DIFFUSION, HANGING DROP'",,5.0,,,,,293,,?,,"'10% PEG 3350, 10% DMSO, 0.1M ACETATE BUFFER, pH 5.0, VAPOR DIFFUSION, HANGING DROP, temperature 293K'",.
UniRef100_A0A964BCQ8,1R5P,0.9767441860465116,2.20,15071498,,,1,,"'VAPOR DIFFUSION, HANGING DROP'",,7.0,,,,,298.0,,?,,"'PEG 400, pH 7.0, VAPOR DIFFUSION, HANGING DROP, temperature 298.0K'",.
UniRef100_A0A964BCQ8,4KSO,0.9757013706968336,2.622,23796516,,,1,,'VAPOR DIFFUSION',,5.7,,,,,292,,?,,";KaiB were grown from droplets containing 6.5 mg/mL KaiB-KaiC complex, 20 mM Tris (pH 7.8), 100 mM NaCl, 5 mM MgCl2,1 mM ATP and 2 mM BME. The reservoir solution was 100 mM sodium acetate, 500 mM sodium formate and 5% glycerol (v/v), VAPOR DIFFUSION, temperature 292K
;",?
UniRef100_A0A964BCQ8,1VGL,0.9651162790697674,2.6,16227211,,,1,,"'VAPOR DIFFUSION, HANGING DROP'",,4.5,,,,,293,,?,,"'PEG 3350, DMSO, acetate, pH 4.5, VAPOR DIFFUSION, HANGING DROP, temperature 293K'",.
UniRef100_A0A964BCQ8,5JWQ,0.940817649766601,3.871,28302851,?,?,1,?,"'VAPOR DIFFUSION, HANGING DROP'",?,5.75,?,?,?,?,295,?,?,?,'0.1M Sodium citrate pH 5.75 and 22% PEG3000',?
